index,text,label
974,37604,@JimIrsay Went to Indy 2 years ago for a game. From Missouri havenâ€™t seen one since. Would love to make the quick trip for a playoff game!,general_travel
358,36660,"Throwback to beautiful Venice, Italy. Oh how I miss the gorgeous color and feel. I'll be back! I promise! : :
⚓️
#Italy #travel #travelgram #globetrotter #wanderlust #liveauthentic #welivetoexplore #love #vibrance #color #venice #beauty #exploretocreate … https://t.co/RgAWwUifW6 https://t.co/OtRUQFqZj7",travel
1055,14529,"Ah Italy. Milan, Como, Venice, Florence and of course Rome will be your stops on Insight Vacations 8-day 'Italian Intermezzo' journey. https://t.co/Q2chvO2684",general_travel
826,15079,"In love with this marvelous city in the north of Tailand, Chiang Mai 🇹🇭
 •
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
#thailand #cool #amazing #travelgram #traveling #trip #colombian… https://t.co/zKBp1JzUkD",general_travel
12,38657,"Looking to brush up on your travel safety &amp; security skills? Join me at the @StanfordsTravel Writers Festival on February 2nd @HolidayDest Show, where I’ll be sharing the secrets of safe travel.
https://t.co/6S7TOkPdlc
#travelsafety #solotravel https://t.co/oyyJSgpDcf",travel
970,17653,"@CoryRitter hahaha.  Inflation..... costs are low in canada.  pulled into a canadian tire service centre in east Regina and the mechanic topped up 4 trailer tires for me.   For free, and complimented me on my truck, and told me to have a safe trip. @CanadianTire Gotta love it.",general_travel
1173,2547,"How in the heck does someone even get an animation job when all of them say you need prior experience? And then when you want to check out internships, you have to currently be in art school?? How in the world",general_travel
2164,10578,"@raniakhalek @wikipedia wikipedia is, by its very design, the exact opposite of what the encyclopédie was. while the 2nd was designed to challenge the ancien régime monopoly of knowledge and information, the second is devoted to distilling and spread the msm regime controlled sources and its narrative.",general
2344,2384,"tag your girl and tag your family 🤘 i’m going on my first headlining tour. hope to see y’all there!

🤠 presale starts tomorrow @ 10am local. sign up at this link for first dibs on tickets! https://t.co/hvjdtzjohu

🤠 all tickets go on sale friday @ 10am local https://t.co/tfvekd71t9",general
2287,20057,how’d this moth just write ofwgkta on a middleschool bathroom stall with sharpie https://t.co/pwawmsqfd1,general
2073,15845,@armoredsaint7 @jeffreyguterman @realdonaldtrump well it does make sense that as a bigot you'd be cold and unfeeling.,general
768,32750,"@JagexSupport I just did my Jad Slayer Task but at like wave 30 or so it randomly said that my task was completed and therefore I didn't get my slayer xp from Jad, which made the whole trip a waste. Could you look into this? Username: Jantelov1",general_travel
155,37569,"Don't be fooled by its young and modern look, Saigon is actually really rich with history and culture. Get off the beaten track and look closer, you'll be amazed! 
That's why Saigon has welcomed 7 millions foreign guests this year, out of 15 millions... https://t.co/ZomVy570sD",travel
421,18120,"@ibbymotosho I am going for a skiii trip, so hopefully I can squeeze in a day trip. I hope I can add those other trips though but not fussed if I Dont. Iran 🇮🇷 sound like funnnnnn x",travel
1996,31914,can you stand the suspense? the #isteten #istelitchat #arvrinedu starts in just. five.minutes! https://t.co/mecrvug9pg,general
2004,29105,"if the texas legislature passes these bills, christians near and far should be concerned about how their freedoms will be curtailed in the coming years.

#liberalismisamentaldisorder

dems seek to ban christianity using so-called anti-discrimination laws https://t.co/jrbxvao9ld",general
173,23429,"@Nicole_Cliffe ""Nepean,"" or, as I used to call it, ""The furthest I'll travel from Gloucester to visit a friend."" If you lived in Kanata, you might as well live in Ganonoque, amirite?",travel
2178,10751,@mmusimaimane call the people of sa onto the streets in their millions.,general
555,23951,@AP_Europe I bet going to see the northern lights would be amazing it's one trip i would love to do.,travel
2354,38112,@tedlieu @speakerpelosi she is a badass!!!!!,general
2423,2655,a very well spent day ❤️❤️,general
2379,15875,@david_andreatta you sure it wasnt an episode of wwyd?,general
2460,23202,"@able_believe if the matches start before you play, pick them from live games https://t.co/cz4krvtrhg",general
2074,18768,my dad died before my birthday &amp; i’ll never forget the last words i said to him &amp; it was a promise that i wasn’t going to give up on my singing until i can change not only my life but my mother and sister life too. all i need is the support to grow 🙏🏽💯 #alexjay #singer #music https://t.co/h5k812uciv,general
662,20051,"Watch our incredible 2 minutes video of one of the most fascinating marine parks on our planet, Jardines de la Reina in Cuba! Dive with massive reef and silky sharks and see crocodiles face to face. Would that be a trip you would love to do? https://t.co/KpLilYxaln",general_travel
1928,30047,"never acting wild , real lowkey on the profile ☺️ https://t.co/liffyoamto",general
217,22739,"If I book a solo trip to Bali today, they'll call me mad",travel
2223,24965,"the @parabaguk decontamination kit featuring the @bottleshower exclusively from @spservicesuk is showcased on @tradegovuk hall 7, g50 @arab_health #innovationisgreat #exportingisgreat #everythingyouneedinanemergency https://t.co/llkbw225ka",general
19,16607,I gonna be going on all kinda road trip this year catching flights ,travel
424,745,"Back home from 2-week vacation to Morocco, my first trip there &amp; to Africa. Lovely country, thoroughly enjoyed learning about its complex history &amp; culture. Mostly did city-oriented activities, no #geology or #paleontology this time, but very much open to going back for those. https://t.co/KJqPSl2T9m",travel
870,8823,Imagine going on a road trip where Mino is the driver and Jinwoo is the navigator... https://t.co/CiEYCImngl,general_travel
286,3308,Was just curious if anyone here has visited Papua New Guinea and if so what was it like? - https://t.co/4PD1C98mAD,travel
881,22893,I will be customizing wigs alll day for this trip,general_travel
466,11851,"I just want to take a road trip around to see all my homies from Indiana, Cincinnati, va,wv, and Maryland.  And like cut hair at a bunch of rad shops.",travel
44,854,"Nothing like getting outside to see the wildlife right in their natural habitat!
 https://t.co/vqO7a98F57
#wildlifephotography #getoutside #homeschooltravel #educationaltravel https://t.co/DnIZqoUxA8",travel
304,25638,"Missing my home 💖
-
-
-
#disneylandparis25 #disneylandparis #disneylandpark #sleepingbeautycastle #castle #disney #france #blueskies #beautiful #love #travel #vlogger @ Disneyland Paris https://t.co/LpdwBBvkqT",travel
906,41638,"""everyone's asking when you're visiting"" please don't guilt trip me like this",general_travel
892,26283,When #RayDonovan shuts out the lights in a elevator you know you ain't gonna survive the trip.,general_travel
1024,8723,"Submit your #short #film to the Cine Sony Voces Nueva competition! A Grand Prize winner will be awarded $10,000, a trip to LA to attend the 2019 NALIP Media Summit and to meet with @Sony executives, and a @NALIP_org Scholarship. Deadline: January 31
https://t.co/yx2vl8HcVo",general_travel
26,42975,I love starting the week with our research cited! #Travel #Tourism https://t.co/8sHqwMMjRi,travel
2112,37110,"@z0mbie_karma @76photomode hello, we're the wasteland interior decorators, giiirl we about to spruce up your pad real nice. *snap snap*",general
1966,1538,the next crucial #brexit vote takes place tomorrow (tuesday). what is your current thinking? we have three choices for you in this itv news meridian poll:,general
765,37348,bc im really over here playing like my bday not next month ,general_travel
695,8152,"@auntiesocial73 @scatterparty Judging from the hanging macrame cot (which was beautiful) this is only going to last them 3 years max till school starts knocking, then the whole travelling working thing will have to be reconsidered.",general_travel
767,29557,@KatrinaJanene Negativity?! First off have you had their fries? Second it’s a very feasible food option that can fit with any travel budget. And lastly I was just trying to look out for one of the day one homies. It’s cool I’ll go somewhere else where I’m appreciated lol.,general_travel
2118,43969,"breaking: pelosi re-invites trump to deliver state of the union on feb 5th
 https://t.co/g0wqjbj9kv https://t.co/p20aqoj1bv",general
980,35126,Top tips to take breathtaking Instagrammable photos that will have your followers green with envy 👉🏽 https://t.co/WTF9sSIEg6 https://t.co/FeO8gjYKPt,general_travel
495,36729,"@mariamccmusic @fobraonain Thanks Maria. 🙃 Ireland is on my list (for travel, nothing ominous), I’ll be touring there one day with any joy!",travel
2415,6310,"@underjhs it is... because kpop stans are hypocrites. and for the third time... he didn't say they were ""bts copies"" he said they were all the same to him in terms of music. pleaseeeee lol",general
319,28479,"@JamesMelville For the past 16 years I have traveled between the 🇬🇧 and Spain 🇪🇸 freely, next week I will be in Italy again no problems after the end of March that will change, I will still travel but I will never understand why the uk is acting like it is now,",travel
