,index,text,label,tokens
449,5481,,travel,"['all', 'ever', 'use', 'groupon', 'to', 'travel', 'looking', 'into', 'it', 'and', 'it', 'seems', 'you', 'have', 'to', 'pay', 'extra', 'fees', 'to', 'go', 'alone']"
108,14388,,travel,"['had', 'planned', 'to', 'go', 'to', 'zoo', 'with', 'my', 'family', 'but', 'that', 'schedule', 'was', 'cancelled', 'because', 'my', 'mom', 'got', 'cold', 'have', 'two', 'choices', 'for', 'tomorrow', 'dayoff', 'one', 'is', 'studying', 'english', 'the', 'another', 'is', 'trip', 'by', 'alone', 'don', 'have', 'enough', 'money', 'though']"
570,37079,,travel,"['when', 'not', 'broke', 'girl', 'll', 'do', 'all', 'didn', 'do', 'there', 'after', 'my', 'travel', 'in', 'china', 'with', 'my', 'cousins', 'in', 'one', 'year', 'if', 'it', 'possible']"
392,25176,,travel,"['we', 'made', 'last', 'minute', 'trip', 'to', 'quartzsite', 'this', 'weekend', 'stayed', 'at', 'la', 'posa', 'south', 'because', 'we', 'needed', 'water', 'and', 'they', 'have', 'water', 'garbage', 'and', 'dump', 'station', 'due', 'to', 'the', 'government', 'shutdown', 'they']"
130,10919,,travel,"['hmmm', 'idk', 'why', 'im', 'so', 'anxious', 'about', 'this', 'trip', 'but', 'just', 'sat', 'down', 'on', 'the', 'plane', 'and', 'feel', 'like', 'im', 'goi', 'to', 'explode']"
479,1178,,travel,"['ll', 'need', 'to', 'make', 'road', 'trip', 'down', 'to', 'check', 'out', 'old', 'home', 'and', 'catch', 'all', 'you', 'girls', 'at', 'game']"
315,43408,,travel,"['ah', 'and', 'the', 'shops', 'thinking', 'of', 'will', 'definitely', 'be', 'cheaper', 'there', 'but', 'not', 'better', 'have', 'good', 'trip']"
73,28253,,travel,"['tried', 'to', 'capture', 'the', 'spirit', 'of', 'our', 'trip', 'in', 'minute', 'with', 'much', 'love', 'grateful', 'for', 'everyone', 'who', 'made', 'this', 'possible', 'special', 'shout', 'out', 'for', 'chinell', 'darling', 'who', 'was', 'our', 'disney', 'booking', 'expert']"
67,3423,,travel,"['someday', 'will', 'travel', 'with', 'my', 'love', 'one']"
396,31060,,travel,"['gonna', 'look', 'into', 'getting', 'paid', 'to', 'travel', 'and', 'no', 'not', 'damn', 'flight', 'attendant', 'no', 'disrespect', 'to', 'them']"
271,34947,,travel,"['wanna', 'do', 'things', 'like', 'write', 'poetry', 'play', 'ukelele', 'amp', 'travel']"
150,26965,,travel,"['bye', 'santiago', 'de', 'chile', 'had', 'an', 'awesome', 'time', 'during', 'holiday', 'work', 'trip', 'people', 'makes', 'the', 'country', 'love', 'my', 'colleagues', 'and', 'my', 'friends', 'in', 'santiago', 'but', 'know', 'we', 'll', 'soon', 'meet', 'in', 'brazil', 'colombia', 'or', 'elsewhere', 'else']"
564,32632,,travel,"['officially', 'booked', 'my', 'plane', 'ticket', 'for', 'my', 'trip', 'to', 'groundhog', 'day', 'this', 'year', 'super', 'pumped', 'super', 'excited', 'and', 'know', 'am', 'going', 'to', 'be', 'dying', 'with', 'the', 'lack', 'of', 'sleeping', 'we', 'will', 'be', 'getting', 'that', 'weekend']"
571,20594,,travel,"['sshheeiiittt', 'whole', 'gang', 'gonna', 'make', 'trip', 'fym']"
522,23672,,travel,"['the', 'hardest', 'part', 'of', 'travelling', 'is', 'saying', 'goodbye', 'especially', 'to', 'this', 'handsome', 'man', 'but', 'he', 'll', 'be', 'living', 'it', 'up', 'in', 'virginia', 'until', 'get', 'back', 'in', 'months', 'travel', 'dogsarebetterthanpeople', 'gsd']"
106,7101,,travel,"['wow', 'this', 'one', 'looks', 'little', 'over', 'grown', 'would', 'love', 'to', 'travel', 'on', 'canal', 'boat', 'actually', 'investigated', 'buying', 'one', 'while', 'back', 'that', 'would', 'have', 'been', 'cool']"
213,3732,,travel,"['ll', 'be', 'there', 'next', 'columbus', 'trip']"
362,15599,,travel,"['we', 'all', 'have', 'our', 'own', 'tastes', 'lots', 'of', 'people', 'really', 'love', 'tim', 'lots', 'of', 'people', 'love', 'starbucks', 'or', 'their', 'local', 'coffee', 'shop', 'trip', 'to', 'whole', 'foods', 'is', 'now', 'in', 'order']"
450,34908,,travel,"['would', 'love', 'to', 'road', 'trip', 'throughout', 'all', 'of', 'canada', 'it', 'would', 'be', 'beautiful', 'roadtripchat']"
215,40993,,travel,"['mase', 'this', 'discussion', 'about', 'sex', 'sounds', 'like', 'turn', 'around', 'trip', 'to', 'las', 'vegas', 'the', 'real', 'question', 'is', 'when', 'is', 'the', 'next', 'trip', 'and', 'can', 'get', 'ticket']"
47,10757,,travel,"['guess', 'll', 'make', 'this', 'trip']"
579,26688,,travel,"['both', 'me', 'and', 'my', 'bestfriend', 'moved', 'out', 'to', 'two', 'different', 'states', 'at', 'and', 'been', 'on', 'two', 'different', 'coasts', 'since', 'and', 'still', 'haven', 'missed', 'beat', 'we', 'deserve', 'trip', 'this', 'year', 'we', 'll', 'be', 'and', 'miss', 'this', 'girl', 'too', 'much']"
327,39811,,travel,"['hey', 'jessica', 'based', 'in', 'milton', 'keynes', 'but', 'travel', 'to', 'birmingham', 'london', 'often', 'used', 'to', 'live', 'in', 'birmingham', 'so', 'love', 'to', 'be', 'added', 'to', 'your', 'list', 'da', 'blog']"
43,12606,,travel,"['honestly', 'going', 'to', 'ask', 'my', 'grandmother', 'when', 'get', 'home', 'that', 'woman', 'is', 'always', 'travelling', 'she', 'is', 'going', 'on', 'pilgrimage', 'next', 'month', 'would', 'say', 'depending', 'on', 'the', 'place', 'and', 'how', 'much', 'would', 'be', 'spending', 'the', 'place', 'really', 'does', 'matter', 'did', 'you']"
517,24650,,travel,"['the', 'entire', 'place', 'the', 'service', 'was', 'phenomenal', 'that', 'was', 'great', 'day', 'trip', 'to', 'jamaica', 'thank', 'you', 'we', 'will', 'be', 'back']"
85,1006,,travel,"['wish', 'could', 'travel', 'the', 'world', 'with', 'you', 'll', 'be', 'happy', 'traveling', 'the', 'worlds', 'in', 'you', 'witnessing', 'the', 'magic', 'within']"
65,9563,,travel,"['happy', 'new', 'year', 'to', 'everyone', 'for', 'the', 'first', 'half', 'of', 'this', 'year', 'll', 'be', 'taking', 'career', 'break', 'to', 'travel', 'asia']"
201,38505,,travel,"['hey', 'everyone', 'travel', 'and', 'lifestyle', 'blogger', 'from', 'ireland', 'here', 'love', 'connecting', 'with', 'new', 'people', 'on', 'here', 'would', 'love', 'to', 'follow', 'some', 'of', 'you']"
421,18120,,travel,"['am', 'going', 'for', 'skiii', 'trip', 'so', 'hopefully', 'can', 'squeeze', 'in', 'day', 'trip', 'hope', 'can', 'add', 'those', 'other', 'trips', 'though', 'but', 'not', 'fussed', 'if', 'dont', 'iran', 'sound', 'like', 'funnnnnn']"
173,23429,,travel,"['nepean', 'or', 'as', 'used', 'to', 'call', 'it', 'the', 'furthest', 'll', 'travel', 'from', 'gloucester', 'to', 'visit', 'friend', 'if', 'you', 'lived', 'in', 'kanata', 'you', 'might', 'as', 'well', 'live', 'in', 'ganonoque', 'amirite']"
417,40458,,travel,"['somewhere', 'between', 'love', 'to', 'travel', 'by', 'myself', 'and', 'but', 'don', 'wanna', 'go', 'missing']"
225,35184,,travel,"['the', 'mansion', 'trip', 'was', 'the', 'best', 'days', 'of', 'my', 'life', 'and', 'am', 'devasted', 'have', 'to', 'leave']"
495,36729,,travel,"['thanks', 'maria', 'ireland', 'is', 'on', 'my', 'list', 'for', 'travel', 'nothing', 'ominous', 'll', 'be', 'touring', 'there', 'one', 'day', 'with', 'any', 'joy']"
406,17034,,travel,"['have', 'an', 'award', 'trip', 'tonight', 'on', 'partner', 'airline', 'tried', 'to', 'check', 'in', 'it', 'transferred', 'me', 'over', 'to', 'china', 'airlines', 'but', 'they', 'don', 'recognize', 'me', 'what', 'do', 'do']"
519,26475,,travel,"['when', 'travel', 'it', 'my', 'own', 'journey', 'with', 'loved', 'ones', 'for', 'exploration', 'and', 'good', 'health', 'so', 'aye', 'matey', 'we', 're', 'cruising', 'the', 'east', 'caribbean', 'with', 'my', 'sis', 'amp', 'mom', 'on', 'her', 'th', 'this', 'spring', 'health', 'love', 'life', 'amp', 'nothing', 'else', 'matters']"
475,36989,,travel,"['all', 'being', 'well', 'over', 'the', 'weekend', 'finally', 'to', 'going', 'to', 'book', 'my', 'trip', 'to', 'portugal', 'few', 'days', 'in', 'porto', 'brief', 'sojourn', 'in', 'braga', 'followed', 'by', 'handful', 'of', 'days', 'in', 'lisbon', 'will', 'very', 'much', 'be', 'available', 'for', 'natas', 'and', 'do', 'feel', 'free', 'to', 'offer', 'me', 'sofas', 'to', 'stay', 'on']"
350,32956,,travel,"['never', 'going', 'on', 'trip', 'these', 'btches', 'again', 'like', 'never']"
349,31494,,travel,"['day', 'of', 'ess', 'authentic', 'remembering', 'my', 'trip', 'to', 'cuba', 'have', 'friends', 'in', 'low', 'places', 'and', 'they', 'gave', 'me', 'real', 'cuban', 'cigar', 'label', 'everythingscrapbook', 'craftist']"
119,34099,,travel,"['another', 'birthday', 'trip', 'this', 'year', 'it', 'only', 'gonna', 'get', 'better', 'and', 'better']"
8,31395,,travel,"['anyone', 'who', 'doesn', 'love', 'that', 'and', 'isn', 'mesemerized', 'is', 'not', 'well', 'now', 'that', 'trip', 'is', 'dream', 'of', 'want']"
553,4209,,travel,"['just', 'don', 'call', 'it', 'offsite', 'rather', 'plan', 'for', 'leisurely', 'trip', 'somewhere', 'with', 'flexible', 'spaces', 'in', 'the', 'schedule', 'to', 'discuss', 'about', 'the', 'most', 'resonating', 'themes', 'with', 'the', 'team', 'the', 'outcomes', 'will', 'be', 'surprising']"
414,16779,,travel,"['going', 'to', 'make', 'thread', 'about', 'my', 'trip', 'to', 'europe', 'gonna', 'show', 'bunch', 'of', 'pictures', 'never', 'posted', 'but', 'hope', 'all', 'enjoy']"
